vehicle,initial,final,times,dates,differences
Sedan,NA,27,07:33,4/3/2025,NA
Crossover,NA,33,07:34,4/3/2025,NA
Suv,NA,33,07:34,4/3/2025,NA
Suv,NA,25,07:35,4/3/2025,NA
Suv,NA,22,07:35,4/3/2025,NA
Bug,NA,26,07:36,4/3/2025,NA
Sedan,NA,33,07:37,4/3/2025,NA
Sedan,NA,32,07:37,4/3/2025,NA
Suv,NA,30,07:37,4/3/2025,NA
Suv,NA,26,07:37,4/3/2025,NA
Bug,NA,32,07:38,4/3/2025,NA
Sedan,NA,36,07:38,4/3/2025,NA
Suv,NA,29,07:39,4/3/2025,NA
Suv,NA,30,07:39,4/3/2025,NA
Sedan,NA,27,07:40,4/3/2025,NA
Sedan,NA,35,07:41,4/3/2025,NA
Sedan,NA,26,07:41,4/3/2025,NA
Suv,NA,34,07:42,4/3/2025,NA
Sedan,NA,27,07:43,4/3/2025,NA
Sedan,NA,27,07:44,4/3/2025,NA
Suv,NA,28,07:44,4/3/2025,NA
Sedan,NA,33,07:44,4/3/2025,NA
Sedan,NA,28,07:44,4/3/2025,NA
Pickup Truck,NA,32,07:45,4/3/2025,NA
SUV,33,33,12:25,4/2/2025,0
Sedan,33,33,12:25,4/2/2025,0
SUV,31,31,12:30,4/2/2025,0
SUV,30,30,12:30,4/2/2025,0
SUV,29,29,12:30,4/2/2025,0
Sedan,31,32,12:30,4/2/2025,-1
SUV,31,32,12:30,4/2/2025,-1
SUV,27,29,12:30,4/2/2025,-2
SUV,27,29,12:30,4/2/2025,-2
SUV,27,29,12:30,4/2/2025,-2
SUV,27,29,12:30,4/2/2025,-2
Sedan,27,29,12:30,4/2/2025,-2
Truck,35,35,12:30,4/2/2025,0
Van,31,31,12:30,4/2/2025,0
Pickup Truck,35,35,12:35,4/2/2025,0
Truck,30,30,12:35,4/2/2025,0
Sedan,28,28,12:35,4/2/2025,0
Truck,34,34,12:35,4/2/2025,0
Sedan,35,36,12:35,4/2/2025,-1
Sedan,30,32,12:35,4/2/2025,-2
SUV,36,37,12:35,4/2/2025,-1
SUV,32,33,12:35,4/2/2025,-1
SUV,31,32,12:40,4/2/2025,-1
Truck,34,37,12:40,4/2/2025,-3
SUV,28,29,12:40,4/2/2025,-1
Sedan,30,30,12:40,4/2/2025,0
Sedan,30,30,12:40,4/2/2025,0
Sedan,38,37,12:40,4/2/2025,1
SUV,30,30,12:40,4/2/2025,0
SUV,30,32,12:40,4/2/2025,-2
Pickup Truck,30,30,12:40,4/2/2025,0
SUV,29,29,12:40,4/2/2025,0
SUV,30,32,12:40,4/2/2025,-2
SUV,37,37,12:40,4/2/2025,0
Sedan,30,30,12:45,4/2/2025,0
Sedan,29,29,12:45,4/2/2025,0
Minivan,30,30,12:45,4/2/2025,0
Sedan,29,30,12:45,4/2/2025,-1
Sedan,33,34,12:45,4/2/2025,-1
Sedan,34,34,12:45,4/2/2025,0
Sedan,37,37,12:45,4/2/2025,0
Sedan,33,33,12:45,4/2/2025,0
Sedan,27,28,12:50,4/2/2025,-1
Coupe,28,28,12:50,4/2/2025,0
Sedan,33,33,12:50,4/2/2025,0
Sedan,33,34,12:50,4/2/2025,-1
Sedan,33,32,12:50,4/2/2025,1
Sedan,30,30,12:50,4/2/2025,0
SUV,33,34,12:50,4/2/2025,-1
SUV,34,33,12:50,4/2/2025,1
SUV,27,27,12:50,4/2/2025,0
Minivan,29,30,12:50,4/2/2025,-1
Sedan,34,34,12:50,4/2/2025,0
SUV,35,35,12:50,4/2/2025,0
SUV,35,35,12:50,4/2/2025,0
Sedan,35,35,12:50,4/2/2025,0
Sedan,33,32,12:55,4/2/2025,1
Sedan,37,37,12:55,4/2/2025,0
Sedan,35,35,12:55,4/2/2025,0
Minivan,37,37,12:55,4/2/2025,0
SUV,35,41,12:55,4/2/2025,-6
Sedan,27,28,12:55,4/2/2025,-1
SUV,29,29,12:55,4/2/2025,0
Sedan,30,31,12:55,4/2/2025,-1
Sedan,30,30,12:55,4/2/2025,0
SUV,30,30,12:55,4/2/2025,0
SUV,33,33,12:55,4/2/2025,0
SUV,40,40,12:55,4/2/2025,0
Minivan,32,32,01:00,4/2/2025,0
SUV,25,25,01:00,4/2/2025,0
SUV,24,28,01:00,4/2/2025,-4
Pickup Truck,34,34,01:00,4/2/2025,0
Sedan,29,31,01:00,4/2/2025,-2
SUV,31,32,01:00,4/2/2025,-1
Sedan,32,32,01:00,4/2/2025,0
Sedan,26,26,09:05,4/7/2025,0
Sedan,35,34,09:05,4/7/2025,1
Sedan,34,34,09:05,4/7/2025,0
Sedan,34,34,09:05,4/7/2025,0
Sedan,34,31,09:05,4/7/2025,3
Sedan,27,28,09:05,4/7/2025,-1
Pickup Truck,13,14,09:05,4/7/2025,-1
Pickup Truck,18,15,09:05,4/7/2025,3
SUV,24,25,09:05,4/7/2025,-1
Sedan,34,34,09:10,4/7/2025,0
Sedan,31,31,09:10,4/7/2025,0
SUV,27,27,09:10,4/7/2025,0
SUV,37,23,09:10,4/7/2025,14
Sedan,33,31,09:10,4/7/2025,2
Sedan,31,32,09:10,4/7/2025,-1
Van,32,21,09:10,4/7/2025,11
Sedan,39,39,09:10,4/7/2025,0
Sedan,35,36,09:10,4/7/2025,-1
Sedan,28,27,09:10,4/7/2025,1
Sedan,35,34,09:15,4/7/2025,1
SUV,39,38,09:15,4/7/2025,1
Hatchback,33,34,09:15,4/7/2025,-1
Coupe,29,29,09:15,4/7/2025,0
Sedan,29,28,09:15,4/7/2025,1
SUV,30,31,09:15,4/7/2025,-1
SUV,29,28,09:15,4/7/2025,1
Pickup Truck,36,35,09:15,4/7/2025,1
Sedan,35,35,09:15,4/7/2025,0
Sedan,36,35,09:20,4/7/2025,1
Hatchback,35,32,09:20,4/7/2025,3
Sedan,36,36,09:20,4/7/2025,0
Minivan,33,32,09:20,4/7/2025,1
Sedan,35,33,09:20,4/7/2025,2
Pickup Truck,35,36,09:20,4/7/2025,-1
SUV,34,34,09:20,4/7/2025,0
Minivan,32,32,09:25,4/7/2025,0
Pickup Truck,32,31,09:25,4/7/2025,1
SUV,26,28,09:25,4/7/2025,-2
SUV,32,33,09:25,4/7/2025,-1
SUV,30,31,09:25,4/7/2025,-1
SUV,34,34,09:25,4/7/2025,0
Sedan,36,30,09:25,4/7/2025,6
Pickup Truck,29,29,09:25,4/7/2025,0
Pickup Truck,30,30,09:30,4/7/2025,0
Sedan,33,33,09:30,4/7/2025,0
SUV,30,29,09:30,4/7/2025,1
SUV,33,27,09:30,4/7/2025,6
SUV,30,30,09:30,4/7/2025,0
Hatchback,29,28,09:30,4/7/2025,1
Sedan,28,27,09:30,4/7/2025,1
Sedan,33,33,09:30,4/7/2025,0
Hatchback,37,38,09:30,4/7/2025,-1
Sedan,35,36,09:30,4/7/2025,-1
Pickup Truck,38,37,09:30,4/7/2025,1
Pickup Truck,41,36,09:30,4/7/2025,5
SUV,34,29,09:30,4/7/2025,5
SUV,30,30,09:30,4/7/2025,0
Van,30,30,09:30,4/7/2025,0
SUV,39,39,09:30,4/7/2025,0
Van,28,28,09:30,4/7/2025,0
SUV,37,34,09:35,4/7/2025,3
Sedan,30,30,09:35,4/7/2025,0
Sedan,30,31,09:35,4/7/2025,-1
Sedan,37,38,09:35,4/7/2025,-1
Sedan,36,28,09:35,4/7/2025,8
Sedan,33,32,09:35,4/7/2025,1
Pickup Truck,35,32,09:35,4/7/2025,3
Sedan,32,32,09:35,4/7/2025,0
SUV,29,30,09:35,4/7/2025,-1
SUV,30,31,09:35,4/7/2025,-1
SUV,36,34,09:40,4/7/2025,2
SUV,32,32,09:40,4/7/2025,0
Pickup Truck,32,32,09:40,4/7/2025,0
SUV,33,34,09:40,4/7/2025,-1
SUV,40,39,09:40,4/7/2025,1
Truck,30,31,05:50,4/10/2025,-1
SUV,31,31,05:50,4/10/2025,0
Sedan,31,33,05:50,4/10/2025,-2
Truck,33,35,05:50,4/10/2025,-2
Pickup Truck,27,28,05:50,4/10/2025,-1
Sedan,24,26,05:50,4/10/2025,-2
SUV,26,26,05:50,4/10/2025,0
SUV,26,23,05:50,4/10/2025,3
Sedan,26,27,05:50,4/10/2025,-1
Sedan,28,29,05:55,4/10/2025,-1
SUV,29,30,05:55,4/10/2025,-1
SUV,29,32,05:55,4/10/2025,-3
SUV,28,30,05:55,4/10/2025,-2
Sedan,25,27,05:55,4/10/2025,-2
Sedan,30,31,05:55,4/10/2025,-1
Pickup Truck,31,33,05:55,4/10/2025,-2
Sedan,33,33,05:55,4/10/2025,0
Coupe,37,35,05:55,4/10/2025,2
Emergency,28,30,05:55,4/10/2025,-2
Emergency,30,33,05:55,4/10/2025,-3
Pickup Truck,37,37,05:55,4/10/2025,0
SUV,36,36,05:55,4/10/2025,0
Hatchback,28,30,06:00,4/10/2025,-2
SUV,35,35,06:00,4/10/2025,0
Sedan,29,29,06:00,4/10/2025,0
SUV,37,37,06:00,4/10/2025,0
SUV,31,32,06:00,4/10/2025,-1
Minivan,27,27,06:00,4/10/2025,0
SUV,31,33,06:00,4/10/2025,-2
Sedan,32,33,06:00,4/10/2025,-1
SUV,29,31,06:00,4/10/2025,-2
Sedan,25,19,06:00,4/10/2025,6
SUV,25,23,06:00,4/10/2025,2
SUV,28,31,06:00,4/10/2025,-3
Pickup Truck,35,25,06:00,4/10/2025,10
SUV,20,25,06:00,4/10/2025,-5
SUV,28,28,06:05,4/10/2025,0
Sedan,28,28,06:05,4/10/2025,0
SUV,31,31,06:05,4/10/2025,0
Sedan,31,32,06:05,4/10/2025,-1
Van,27,26,06:05,4/10/2025,1
SUV,29,31,06:05,4/10/2025,-2
SUV,29,28,06:05,4/10/2025,1
SUV,28,29,06:05,4/10/2025,-1
Hatchback,28,26,06:05,4/10/2025,2
Sedan,26,26,06:05,4/10/2025,0
SUV,29,29,06:05,4/10/2025,0
SUV,29,34,06:05,4/10/2025,-5
Hatchback,22,24,06:05,4/10/2025,-2
Hatchback,27,28,06:05,4/10/2025,-1
SUV,28,28,06:05,4/10/2025,0
Sedan,27,30,06:05,4/10/2025,-3
Sedan,33,33,06:10,4/10/2025,0
Hatchback,33,33,06:10,4/10/2025,0
SUV,29,31,06:10,4/10/2025,-2
Minivan,28,27,06:10,4/10/2025,1
Sedan,25,26,06:10,4/10/2025,-1
SUV,26,26,06:10,4/10/2025,0
SUV,33,35,06:10,4/10/2025,-2
SUV,29,28,06:10,4/10/2025,1
SUV,26,27,06:10,4/10/2025,-1
Sedan,22,29,06:10,4/10/2025,-7
SUV,31,32,06:10,4/10/2025,-1
SUV,30,31,06:15,4/10/2025,-1
SUV,31,32,06:15,4/10/2025,-1
Pickup Truck,31,32,06:15,4/10/2025,-1
Hatchback,34,34,06:15,4/10/2025,0
SUV,15,21,06:15,4/10/2025,-6
Pickup Truck,30,29,06:15,4/10/2025,1
Sedan,35,35,06:15,4/10/2025,0
SUV,30,30,06:15,4/10/2025,0
Sedan,35,35,06:15,4/10/2025,0
Sedan,26,28,06:15,4/10/2025,-2
Sedan,30,31,06:15,4/10/2025,-1
Sedan,27,25,06:20,4/10/2025,2
NA,NA,27,11:01,4/5/2025,NA
NA,NA,29,11:01,4/5/2025,NA
NA,NA,36,11:01,4/5/2025,NA
NA,NA,32,11:02,4/5/2025,NA
NA,NA,26,11:03,4/5/2025,NA
NA,NA,24,11:03,4/5/2025,NA
NA,NA,27,11:04,4/5/2025,NA
NA,NA,37,11:04,4/5/2025,NA
NA,NA,39,11:04,4/5/2025,NA
NA,NA,33,11:05,4/5/2025,NA
NA,NA,26,11:05,4/5/2025,NA
NA,NA,31,11:07,4/5/2025,NA
NA,NA,32,11:07,4/5/2025,NA
NA,NA,37,11:07,4/5/2025,NA
NA,NA,17,11:08,4/5/2025,NA
NA,NA,23,11:09,4/5/2025,NA
NA,NA,21,11:09,4/5/2025,NA
NA,NA,35,11:09,4/5/2025,NA
NA,NA,26,11:10,4/5/2025,NA
NA,NA,30,11:10,4/5/2025,NA
NA,NA,30,11:10,4/5/2025,NA
NA,NA,35,11:10,4/5/2025,NA
NA,NA,23,11:11,4/5/2025,NA
NA,NA,33,11:11,4/5/2025,NA
NA,NA,35,11:12,4/5/2025,NA
NA,NA,32,11:12,4/5/2025,NA
NA,NA,23,11:12,4/5/2025,NA
NA,NA,27,11:13,4/5/2025,NA
NA,NA,25,11:13,4/5/2025,NA
NA,NA,27,11:14,4/5/2025,NA
NA,NA,25,11:14,4/5/2025,NA
NA,NA,34,11:14,4/5/2025,NA
NA,NA,34,11:15,4/5/2025,NA
NA,NA,34,11:17,4/5/2025,NA
NA,NA,41,11:17,4/5/2025,NA
NA,NA,31,11:19,4/5/2025,NA
NA,NA,35,11:19,4/5/2025,NA
NA,NA,22,11:20,4/5/2025,NA
NA,NA,26,11:20,4/5/2025,NA
NA,NA,23,11:20,4/5/2025,NA
NA,NA,31,11:22,4/5/2025,NA
NA,NA,33,11:23,4/5/2025,NA
NA,NA,28,11:23,4/5/2025,NA
NA,NA,34,11:25,4/5/2025,NA
NA,NA,21,11:25,4/5/2025,NA
NA,NA,29,11:25,4/5/2025,NA
NA,NA,32,11:25,4/5/2025,NA
NA,NA,26,11:25,4/5/2025,NA
NA,NA,34,11:26,4/5/2025,NA
NA,NA,32,11:26,4/5/2025,NA
NA,NA,42,11:26,4/5/2025,NA
NA,NA,24,11:27,4/5/2025,NA
NA,NA,32,11:28,4/5/2025,NA
NA,NA,21,11:29,4/5/2025,NA
NA,NA,32,11:29,4/5/2025,NA
NA,NA,38,11:30,4/5/2025,NA
NA,NA,26,11:30,4/5/2025,NA
NA,NA,21,11:30,4/5/2025,NA
NA,NA,30,11:31,4/5/2025,NA
NA,NA,33,11:31,4/5/2025,NA
NA,NA,27,11:31,4/5/2025,NA
NA,NA,31,11:31,4/5/2025,NA
NA,NA,29,11:32,4/5/2025,NA
NA,NA,28,11:33,4/5/2025,NA
NA,NA,32,11:33,4/5/2025,NA
NA,NA,26,11:33,4/5/2025,NA
NA,NA,38,11:33,4/5/2025,NA
NA,NA,27,11:33,4/5/2025,NA
NA,NA,39,11:34,4/5/2025,NA
NA,NA,31,11:34,4/5/2025,NA
NA,NA,30,11:36,4/5/2025,NA
NA,NA,29,11:37,4/5/2025,NA
NA,NA,24,11:38,4/5/2025,NA
NA,NA,29,11:38,4/5/2025,NA
NA,NA,27,11:39,4/5/2025,NA
NA,NA,28,02:25,4/6/2025,NA
NA,NA,29,02:27,4/6/2025,NA
NA,NA,40,02:29,4/6/2025,NA
NA,NA,25,02:30,4/6/2025,NA
NA,NA,34,02:32,4/6/2025,NA
NA,NA,37,02:33,4/6/2025,NA
NA,NA,26,02:34,4/6/2025,NA
NA,NA,28,02:34,4/6/2025,NA
NA,NA,33,02:35,4/6/2025,NA
NA,NA,31,02:36,4/6/2025,NA
NA,NA,25,02:37,4/6/2025,NA
NA,NA,25,02:37,4/6/2025,NA
NA,NA,34,02:38,4/6/2025,NA
NA,NA,30,02:40,4/6/2025,NA
NA,NA,22,02:41,4/6/2025,NA
NA,NA,31,02:41,4/6/2025,NA
NA,NA,32,02:41,4/6/2025,NA
NA,NA,38,02:42,4/6/2025,NA
NA,NA,41,02:44,4/6/2025,NA
NA,NA,28,02:46,4/6/2025,NA
NA,NA,30,02:46,4/6/2025,NA
NA,NA,32,02:46,4/6/2025,NA
NA,NA,34,02:47,4/6/2025,NA
NA,NA,21,02:47,4/6/2025,NA
NA,NA,24,02:48,4/6/2025,NA
NA,NA,33,02:48,4/6/2025,NA
NA,NA,28,02:48,4/6/2025,NA
NA,NA,28,02:49,4/6/2025,NA
NA,NA,39,02:51,4/6/2025,NA
NA,NA,25,02:52,4/6/2025,NA
NA,NA,36,02:52,4/6/2025,NA
NA,NA,28,02:52,4/6/2025,NA
NA,NA,29,02:52,4/6/2025,NA
NA,NA,27,02:54,4/6/2025,NA
NA,NA,24,02:55,4/6/2025,NA
NA,NA,31,02:55,4/6/2025,NA
NA,NA,33,02:56,4/6/2025,NA
NA,NA,36,02:57,4/6/2025,NA
NA,NA,27,02:57,4/6/2025,NA
NA,NA,31,02:58,4/6/2025,NA
NA,NA,29,02:58,4/6/2025,NA
NA,NA,31,02:58,4/6/2025,NA
NA,NA,31,03:00,4/6/2025,NA
NA,NA,30,03:01,4/6/2025,NA
NA,NA,32,03:02,4/6/2025,NA
NA,NA,25,03:02,4/6/2025,NA
NA,NA,31,03:03,4/6/2025,NA
NA,NA,29,03:03,4/6/2025,NA
NA,NA,33,03:03,4/6/2025,NA
NA,NA,29,03:03,4/6/2025,NA
NA,NA,33,03:06,4/6/2025,NA
NA,NA,30,03:06,4/6/2025,NA
NA,NA,34,03:06,4/6/2025,NA
NA,NA,29,03:06,4/6/2025,NA
NA,NA,30,03:07,4/6/2025,NA
NA,NA,25,03:07,4/6/2025,NA
NA,NA,21,03:08,4/6/2025,NA
NA,NA,24,03:09,4/6/2025,NA
NA,NA,27,03:12,4/6/2025,NA
NA,NA,38,03:12,4/6/2025,NA
NA,NA,26,03:14,4/6/2025,NA
NA,NA,36,03:16,4/6/2025,NA
NA,NA,23,03:17,4/6/2025,NA
NA,NA,31,03:18,4/6/2025,NA
NA,NA,23,03:19,4/6/2025,NA
NA,NA,28,03:19,4/6/2025,NA
NA,NA,31,03:19,4/6/2025,NA
NA,NA,34,03:20,4/6/2025,NA
NA,NA,25,03:20,4/6/2025,NA
NA,NA,30,03:23,4/6/2025,NA
NA,NA,28,03:24,4/6/2025,NA
NA,NA,20,03:24,4/6/2025,NA
NA,NA,31,03:25,4/6/2025,NA
NA,NA,25,03:27,4/6/2025,NA
NA,NA,25,03:28,4/6/2025,NA
NA,NA,32,01:00,4/7/2025,NA
NA,NA,32,01:01,4/7/2025,NA
NA,NA,37,01:01,4/7/2025,NA
NA,NA,35,01:02,4/7/2025,NA
NA,NA,24,01:03,4/7/2025,NA
NA,NA,31,01:03,4/7/2025,NA
NA,NA,31,01:04,4/7/2025,NA
NA,NA,25,01:05,4/7/2025,NA
NA,NA,28,01:05,4/7/2025,NA
NA,NA,32,01:05,4/7/2025,NA
NA,NA,31,01:06,4/7/2025,NA
NA,NA,32,01:06,4/7/2025,NA
NA,NA,28,01:07,4/7/2025,NA
NA,NA,33,01:07,4/7/2025,NA
NA,NA,26,01:08,4/7/2025,NA
NA,NA,29,01:08,4/7/2025,NA
NA,NA,22,01:09,4/7/2025,NA
NA,NA,27,01:10,4/7/2025,NA
NA,NA,27,01:10,4/7/2025,NA
NA,NA,34,01:11,4/7/2025,NA
NA,NA,20,01:12,4/7/2025,NA
NA,NA,28,01:13,4/7/2025,NA
NA,NA,25,01:14,4/7/2025,NA
NA,NA,33,01:14,4/7/2025,NA
NA,NA,14,01:15,4/7/2025,NA
NA,NA,26,01:15,4/7/2025,NA
NA,NA,31,01:15,4/7/2025,NA
NA,NA,22,01:16,4/7/2025,NA
NA,NA,32,01:16,4/7/2025,NA
NA,NA,30,01:16,4/7/2025,NA
NA,NA,37,01:16,4/7/2025,NA
NA,NA,32,01:18,4/7/2025,NA
NA,NA,28,01:18,4/7/2025,NA
NA,NA,30,01:19,4/7/2025,NA
NA,NA,32,01:19,4/7/2025,NA
NA,NA,35,01:20,4/7/2025,NA
NA,NA,15,01:21,4/7/2025,NA
NA,NA,35,01:21,4/7/2025,NA
NA,NA,30,01:22,4/7/2025,NA
NA,NA,30,01:23,4/7/2025,NA
NA,NA,30,01:24,4/7/2025,NA
NA,NA,27,01:24,4/7/2025,NA
NA,NA,26,01:25,4/7/2025,NA
NA,NA,28,01:25,4/7/2025,NA
NA,NA,30,01:28,4/7/2025,NA
NA,NA,26,01:28,4/7/2025,NA
NA,NA,33,01:29,4/7/2025,NA
NA,NA,22,01:29,4/7/2025,NA
NA,NA,30,01:30,4/7/2025,NA
NA,NA,37,01:30,4/7/2025,NA
NA,NA,27,01:31,4/7/2025,NA
NA,NA,29,01:31,4/7/2025,NA
NA,NA,30,01:32,4/7/2025,NA
NA,NA,30,01:32,4/7/2025,NA
NA,NA,37,01:32,4/7/2025,NA
NA,NA,20,01:33,4/7/2025,NA
NA,NA,31,01:34,4/7/2025,NA
NA,NA,25,01:35,4/7/2025,NA
NA,NA,35,01:35,4/7/2025,NA
NA,NA,38,01:35,4/7/2025,NA
NA,NA,32,01:35,4/7/2025,NA
NA,NA,24,01:36,4/7/2025,NA
NA,NA,30,01:37,4/7/2025,NA
NA,NA,22,01:38,4/7/2025,NA
NA,NA,40,01:41,4/7/2025,NA
NA,NA,27,01:41,4/7/2025,NA
NA,NA,27,01:41,4/7/2025,NA
NA,NA,30,01:41,4/7/2025,NA
NA,NA,30,01:43,4/7/2025,NA
NA,NA,32,01:44,4/7/2025,NA
NA,NA,26,01:45,4/7/2025,NA
NA,NA,26,01:46,4/7/2025,NA
NA,NA,29,01:46,4/7/2025,NA
NA,NA,24,01:47,4/7/2025,NA
NA,NA,26,01:49,4/7/2025,NA
Sedan,30,40,NA,NA,1
SUV,32,34,NA,NA,1
Sedan,35,35,NA,NA,0
SUV,31,31,NA,NA,0
SUV,32,32,NA,NA,0
Truck,31,31,NA,NA,0
SUV,31,31,NA,NA,0
SUV,28,28,NA,NA,0
SUV,28,28,NA,NA,0
SUV,28,30,NA,NA,1
Sedan,29,29,NA,NA,0
SUV,30,30,NA,NA,0
Sedan,31,31,NA,NA,0
Sedan,28,29,NA,NA,1
Truck,36,35,NA,NA,0
SUV,31,34,NA,NA,1
Sedan,29,29,NA,NA,0
SUV,34,33,NA,NA,1
Truck,34,34,NA,NA,0
Sedan,27,27,NA,NA,0
SUV,30,32,NA,NA,1
Sedan,32,32,NA,NA,0
SUV,34,34,NA,NA,0
SUV,28,28,NA,NA,0
Truck,22,22,NA,NA,0
Sedan,24,24,NA,NA,0
Sedan,27,27,NA,NA,0
SUV,36,36,NA,NA,0
Sedan,32,32,NA,NA,0
SUV,30,31,NA,NA,1
SUV,30,30,NA,NA,0
SUV,25,27,NA,NA,1
Sedan,30,30,NA,NA,0
Sedan,36,33,NA,NA,1
Sedan,34,35,NA,NA,1
Sedan,34,32,NA,NA,1
SUV,35,30,NA,NA,1
Sedan,35,38,NA,NA,1
Sedan,30,27,NA,NA,1
Sedan,29,31,NA,NA,1
Sedan,31,31,NA,NA,0
Sedan,31,33,NA,NA,1
SUV,31,30,NA,NA,1
SUV,31,31,NA,NA,0
SUV,32,32,NA,NA,0
Sedan,28,28,NA,NA,0
SUV,36,35,NA,NA,1
Sedan,33,33,NA,NA,0
SUV,30,30,NA,NA,0
SUV,36,34,NA,NA,1
Sedan,35,32,NA,NA,0
Sedan,36,34,NA,NA,0
Sedan,29,32,NA,NA,1
SUV,30,30,NA,NA,0
Sedan,31,32,NA,NA,1
Sedan,35,37,NA,NA,1
SUV,32,32,NA,NA,0
SUV,29,30,NA,NA,1
SUV,33,35,NA,NA,1
Sedan,28,28,NA,NA,0
SUV,27,27,NA,NA,0
Sedan,29,29,NA,NA,0
SUV,26,26,NA,NA,0
Sedan,26,26,NA,NA,0
Truck,33,33,NA,NA,0
Sedan,21,22,NA,NA,1
SUV,32,33,NA,NA,1
Sedan,31,31,NA,NA,0
SUV,32,32,NA,NA,0
SUV,31,31,NA,NA,0
Sedan,32,31,NA,NA,1
SUV,35,35,NA,NA,0
Truck,33,31,NA,NA,1
Sedan,31,30,NA,NA,1
Truck,36,34,NA,NA,0
SUV,27,30,NA,NA,1
Sedan,28,28,NA,NA,0
Sedan,29,30,NA,NA,1
Sedan,30,30,NA,NA,0
Truck,35,32,NA,NA,1
SUV,31,31,NA,NA,0
SUV,31,31,NA,NA,0
Sedan,32,32,NA,NA,0
Sedan,32,31,NA,NA,1
SUV,28,28,NA,NA,0
Sedan,29,30,NA,NA,1
SUV,30,31,NA,NA,1
Truck,33,33,NA,NA,0
Sedan,32,31,NA,NA,1
Sedan,30,31,NA,NA,1
Sedan,30,30,NA,NA,0
Sedan,29,30,NA,NA,1
Sedan,31,31,NA,NA,0
SUV,31,31,NA,NA,0
SUV,27,28,NA,NA,1
Truck,30,31,NA,NA,1
Sedan,29,30,NA,NA,1
Sedan,30,30,NA,NA,0
SUV,29,29,NA,NA,0
Sedan,34,34,NA,NA,0
SUV,26,26,NA,NA,0
SUV,32,32,NA,NA,0
SUV,31,30,NA,NA,1
Sedan,31,30,NA,NA,1
Sedan,29,28,NA,NA,1
Sedan,28,30,NA,NA,1
SUV,29,30,NA,NA,1
SUV,27,27,NA,NA,0
Sedan,36,36,NA,NA,0
SUV,28,28,NA,NA,0
Sedan,29,29,NA,NA,0
Sedan,31,31,NA,NA,0
SUV,32,33,NA,NA,1
Truck,32,32,NA,NA,0
SUV,37,35,NA,NA,1
Sedan,34,34,NA,NA,0
SUV,28,28,NA,NA,0
Sedan,29,29,NA,NA,0
Sedan,31,31,NA,NA,0
Sedan,30,30,NA,NA,0
Sedan,27,27,NA,NA,0
Truck,29,31,NA,NA,1
SUV,33,33,NA,NA,0
Sedan,31,32,NA,NA,1
SUV,28,28,NA,NA,0
SUV,29,30,NA,NA,1
Sedan,31,31,NA,NA,0
Sedan,30,30,NA,NA,0
SUV,34,34,NA,NA,0
Sedan,36,37,NA,NA,1
Truck,30,30,NA,NA,0
SUV,31,31,NA,NA,0
Sedan,27,27,NA,NA,0
SUV,25,26,NA,NA,1
Sedan,29,29,NA,NA,0
SUV,30,31,NA,NA,1
Sedan,31,31,NA,NA,0
SUV,30,31,NA,NA,1
Sedan,28,29,NA,NA,1
Sedan,29,29,NA,NA,0
Sedan,28,28,NA,NA,0
SUV,30,31,NA,NA,1
Truck,31,31,NA,NA,0
SUV,29,29,NA,NA,0
Sedan,28,29,NA,NA,1
Sedan,33,31,NA,NA,1
SUV,30,30,NA,NA,0
SUV,29,29,NA,NA,0
Sedan,27,27,NA,NA,0
SUV,30,30,NA,NA,0
